"","id...1_TMB","study_name_TMB","sitting_id_TMB","battery_id_TMB","battery_name_TMB","test_id_TMB","test_name_TMB","test_version_TMB","user_id_TMB","user_agent_TMB","geoip_TMB","start_time_TMB","end_time_TMB","timezone_TMB","duration...17_TMB","score...18_TMB","data_TMB","consented_TMB","demographics_TMB","misc_TMB","input_TMB","duration...26_TMB","ntrials_TMB","screenW_TMB","screenH_TMB","touch_TMB","OS_TMB","UTCoffset_TMB","score...33_TMB","accuracy_TMB","meanRTc_TMB","medianRTc_TMB","sdRTc_TMB","flag_medianRTc_TMB","flag_any_TMB","responseDevice_TMB","testVersion_TMB","num_correct_TMB","num_responses_TMB","symbolsUsed_TMB","rtcMean_TMB","rtcSD_TMB","rtcMedian_TMB","flipscMean_TMB","flipscSD_TMB","flipscMedian_TMB","timeouts_TMB","flag_accuracy_TMB","meanRT_TMB","medianRT_TMB","sdRT_TMB","study_TMB","id...57_TMB","group_TMB","tmbUserId_SOL","userId_SOL","game_id_SOL","status_SOL","researchStudyCreatedAt_SOL","researchStudyupdatedAt_SOL","game_SOL","seed_SOL","completion_time_SOL","moves_SOL","score_SOL","statsCreatedAt_SOL","statsUpdatedAt_SOL","undoCount_SOL","hintCount_SOL","upMoveCount_SOL","hkMoveCount_SOL","autoMoveCount_SOL","width_SOL","height_SOL","postal_SOL","country_SOL","hotkeys_SOL","autoplay_SOL","deviceType_SOL","maxTouchPoints_SOL","age_SOL","gender_SOL","cognitiveImpairment_SOL"
"1",99,"solitairecog",141,1,"a TestMyBrain test!",1,"Matching Shapes and Numbers","DSC_Main.v1.Jun23","101782","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36","null",2024-07-14 00:14:34,2024-07-14 00:16:16,"UTC - UTC +00:00",102,10,"[{""type"":""practice"",""symbol"":1,""digit"":1,""response"":""1"",""correct"":1,""rt"":2980.6,""stimOnsetTimestamp"":33150.80000001192,""responseTimestamp"":36132.10000002384,""state"":""keyup""},{""type"":""practice"",""symbol"":3,""digit"":3,""response"":""1"",""correct"":0,""rt"":3634.3,""stimOnsetTimestamp"":36465.10000002384,""responseTimestamp"":40099.40000000596,""state"":""keyup""},{""type"":""practice"",""symbol"":3,""digit"":3,""response"":""3"",""correct"":1,""rt"":4255.1,""stimOnsetTimestamp"":49563.40000000596,""responseTimestamp"":53818.5,""state"":""keyup""},{""type"":""practice"",""symbol"":5,""digit"":2,""response"":"""",""correct"":0,""rt"":0,""stimOnsetTimestamp"":54128.60000002384,""responseTimestamp"":0,""state"":""timeout""},{""type"":""practice"",""symbol"":5,""digit"":2,""response"":""2"",""correct"":1,""rt"":735.5,""stimOnsetTimestamp"":63226.40000000596,""responseTimestamp"":63961.90000000596,""state"":""keyup""},{""type"":""test"",""symbol"":4,""digit"":1,""response"":""1"",""correct"":1,""rt"":3647,""stimOnsetTimestamp"":72586,""responseTimestamp"":76233,""state"":""keyup""},{""type"":""test"",""symbol"":5,""digit"":2,""response"":""2"",""correct"":1,""rt"":4566.8,""stimOnsetTimestamp"":76554,""responseTimestamp"":81120.80000001192,""state"":""keyup""},{""type"":""test"",""symbol"":4,""digit"":1,""response"":""1"",""correct"":1,""rt"":3008.5,""stimOnsetTimestamp"":81449.10000002384,""responseTimestamp"":84457.60000002384,""state"":""keyup""},{""type"":""test"",""symbol"":6,""digit"":3,""response"":""3"",""correct"":1,""rt"":2703.4,""stimOnsetTimestamp"":84769,""responseTimestamp"":87472.5,""state"":""keyup""},{""type"":""test"",""symbol"":4,""digit"":1,""response"":""1"",""correct"":1,""rt"":1871.6,""stimOnsetTimestamp"":87800.80000001192,""responseTimestamp"":89672.40000000596,""state"":""keyup""},{""type"":""test"",""symbol"":1,""digit"":1,""response"":""1"",""correct"":1,""rt"":2527.1,""stimOnsetTimestamp"":90001.10000002384,""responseTimestamp"":92528.20000001788,""state"":""keyup""},{""type"":""test"",""symbol"":4,""digit"":1,""response"":""1"",""correct"":1,""rt"":1735.8,""stimOnsetTimestamp"":92864.80000001192,""responseTimestamp"":94600.70000001788,""state"":""keyup""},{""type"":""test"",""symbol"":1,""digit"":1,""response"":""1"",""correct"":1,""rt"":1527.1,""stimOnsetTimestamp"":94928.90000000596,""responseTimestamp"":96456,""state"":""keyup""},{""type"":""test"",""symbol"":3,""digit"":3,""response"":""3"",""correct"":1,""rt"":1862.7,""stimOnsetTimestamp"":96777.20000001788,""responseTimestamp"":98639.90000000596,""state"":""keyup""},{""type"":""test"",""symbol"":2,""digit"":2,""response"":""2"",""correct"":1,""rt"":2374.6,""stimOnsetTimestamp"":98993.10000002384,""responseTimestamp"":101367.70000001788,""state"":""keyup""},{""type"":""test"",""symbol"":3,""digit"":3,""response"":null,""correct"":null,""rt"":null,""stimOnsetTimestamp"":101680.80000001192,""responseTimestamp"":102592.40000000596,""state"":""timeout""}]",0,NA,NA,NA,"30",NA,1280,1024,FALSE,"Windows",360,10,NA,2582.46,2450.85,952.61,NA,NA,"keyboard","DSC_Main.v1.Jun23",10,10,"1,2,3,4,5,6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"solitairecog","101782",1,"101782",1054594,3632938165,"completed",2024-07-14 00:13:53,2024-07-14 00:16:17,"klondike-turn-1","U/X2XO9KlybZMe4csIxoXfca3sS4XW2XFmTX19fDeV0=",127,144,271,2024-07-14 00:11:40,2024-07-14 00:13:52,1,0,0,0,98,1403,951,"80211","US",FALSE,TRUE,NA,0,"76","Female","No"
"2",101,"solitairecog",143,1,"a TestMyBrain test!",2,"Visual Patterns","Matrix_Main.v1.Oct23","81537","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","null",2024-07-14 00:56:37,2024-07-14 00:59:52,"UTC - UTC +00:00",195,8,"[{""type"":""practice"",""matrix"":""images/1.png"",""target"":""images/1-3.png"",""response"":""images/1-3.png"",""responseTimestamp"":18715.300000000745,""correct"":1,""rt"":1520.5,""repeated"":0,""state"":""pointerup-mouse""},{""type"":""test"",""matrix"":""images/8.png"",""target"":""images/8-1.png"",""response"":""images/8-1.png"",""responseTimestamp"":25479.10000000149,""correct"":1,""rt"":4520.8,""repeated"":0,""state"":""pointerup-mouse""},{""type"":""test"",""matrix"":""images/18.png"",""target"":""images/18-4.png"",""response"":""images/18-4.png"",""responseTimestamp"":31161.10000000149,""correct"":1,""rt"":5020,""repeated"":0,""state"":""pointerup-mouse""},{""type"":""test"",""matrix"":""images/13.png"",""target"":""images/13-5.png"",""response"":""images/13-5.png"",""responseTimestamp"":35881.60000000149,""correct"":1,""rt"":4053,""repeated"":0,""state"":""pointerup-mouse""},{""type"":""test"",""matrix"":""images/10.png"",""target"":""images/10-3.png"",""response"":""images/10-3.png"",""responseTimestamp"":39545.800000000745,""correct"":1,""rt"":3004.1,""repeated"":0,""state"":""pointerup-mouse""},{""type"":""test"",""matrix"":""images/22.png"",""target"":""images/22-4.png"",""response"":""images/22-4.png"",""responseTimestamp"":54710.900000002235,""correct"":1,""rt"":14508.4,""repeated"":0,""state"":""pointerup-mouse""},{""type"":""test"",""matrix"":""images/26.png"",""target"":""images/26-2.png"",""response"":""images/26-2.png"",""responseTimestamp"":66843.90000000224,""correct"":1,""rt"":11459,""repeated"":0,""state"":""pointerup-mouse""},{""type"":""test"",""matrix"":""images/20.png"",""target"":""images/20-1.png"",""response"":""images/20-1.png"",""responseTimestamp"":72990.80000000075,""correct"":1,""rt"":5439.7,""repeated"":0,""state"":""pointerup-mouse""},{""type"":""test"",""matrix"":""images/31.png"",""target"":""images/31-3.png"",""response"":""images/31-3.png"",""responseTimestamp"":101915.80000000075,""correct"":1,""rt"":28250.1,""repeated"":0,""state"":""pointerup-mouse""},{""type"":""test"",""matrix"":""images/23.png"",""target"":""images/23-5.png"",""response"":""images/23-1.png"",""responseTimestamp"":108469.90000000224,""correct"":0,""rt"":5822.4,""repeated"":0,""state"":""pointerup-mouse""},{""type"":""test"",""matrix"":""images/37.png"",""target"":""images/37-5.png"",""response"":""images/37-1.png"",""responseTimestamp"":138570.40000000224,""correct"":0,""rt"":29427.4,""repeated"":0,""state"":""pointerup-mouse""},{""type"":""test"",""matrix"":""images/33.png"",""target"":""images/33-1.png"",""response"":""images/33-4.png"",""responseTimestamp"":193997.30000000075,""correct"":0,""rt"":54822.8,""repeated"":0,""state"":""pointerup-mouse""}]",0,NA,NA,"MatrixInput_11items_v1.txt",NA,NA,1792,1120,FALSE,"MacOS",240,8,0.7273,9531.89,5229.85,8566.51,0,0,"mouse","Matrix_Main.v1.Oct23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"solitairecog","81537",1,"81537",529719,3633076294,"completed",2024-07-14 00:56:05,2024-07-14 00:59:53,"klondike-turn-1","U/X2XO9KlybZMe4csIxoXfca3sS4XW2XFmTX19fDeV0=",139,138,277,2024-07-14 00:53:41,2024-07-14 00:56:04,0,0,32,0,92,1792,999,"49519","US",FALSE,TRUE,NA,0,"27","Female","No"
"3",103,"solitairecog",145,1,"a TestMyBrain test!",5,"Spot the Difference","Flicker_Main.v1.Jun23","515f","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","null",2024-07-14 01:35:42,2024-07-14 01:40:31,"UTC - UTC +00:00",289,3.95,"[{""type"":""practice"",""correct"":1,""rt"":3259.9,""flips"":4,""seed"":""practice1"",""state"":""pointerup-mouse""},{""type"":""practice"",""correct"":0,""rt"":0,""flips"":42,""seed"":""practice2"",""state"":""timeout""},{""type"":""practice"",""correct"":1,""rt"":11642.4,""flips"":16,""seed"":""practice2"",""state"":""pointerup-mouse""},{""type"":""test"",""correct"":1,""rt"":17315.7,""flips"":24,""seed"":""test1"",""state"":""pointerup-mouse""},{""type"":""test"",""correct"":0,""rt"":0,""flips"":42,""seed"":""test2"",""state"":""timeout""},{""type"":""test"",""correct"":0,""rt"":0,""flips"":42,""seed"":""test3"",""state"":""timeout""},{""type"":""test"",""correct"":1,""rt"":17179.5,""flips"":24,""seed"":""test4"",""state"":""pointerup-mouse""},{""type"":""test"",""correct"":1,""rt"":17991.3,""flips"":25,""seed"":""test5"",""state"":""pointerup-mouse""},{""type"":""test"",""correct"":1,""rt"":14405,""flips"":20,""seed"":""test6"",""state"":""pointerup-mouse""},{""type"":""test"",""correct"":1,""rt"":13418.8,""flips"":19,""seed"":""test7"",""state"":""pointerup-mouse""},{""type"":""test"",""correct"":1,""rt"":6841.9,""flips"":9,""seed"":""test8"",""state"":""pointerup-mouse""},{""type"":""catch"",""correct"":1,""rt"":7430.2,""flips"":10,""seed"":""catch1"",""state"":""pointerup-mouse""},{""type"":""test"",""correct"":1,""rt"":26571.8,""flips"":38,""seed"":""test9"",""state"":""pointerup-mouse""}]",0,NA,NA,NA,NA,"9",1600,900,FALSE,"Windows",420,3.95,0.8,NA,NA,NA,NA,NA,"mouse","Flicker_Main.v1.Jun23",NA,NA,NA,15144.3,6319,15792.3,21.1,9.2,22,2,NA,NA,NA,NA,"solitairecog","515f",1,"515f",20831,3633198884,"completed",2024-07-14 01:33:45,2024-07-14 01:40:32,"klondike-turn-1","U/X2XO9KlybZMe4csIxoXfca3sS4XW2XFmTX19fDeV0=",188,144,332,2024-07-14 01:30:33,2024-07-14 01:33:45,0,0,5,0,95,1083,634,"94596","US",FALSE,TRUE,NA,0,"83","Female","No"
"4",108,"solitairecog",156,1,"a TestMyBrain test!",3,"Fast Reactions","SimpleRT_Main.v1.Jul23","12d8cd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","null",2024-07-14 14:54:38,2024-07-14 14:56:04,"UTC - UTC +00:00",86,25.1,"[{""type"":""practice"",""foreperiod"":1000,""response"":"""",""rt"":0,""dwell"":0,""state"":""timeout""},{""type"":""practice"",""foreperiod"":1000,""response"":"""",""rt"":0,""dwell"":0,""state"":""timeout""},{""type"":""practice"",""foreperiod"":1000,""response"":""space"",""rt"":130.1,""dwell"":119.6,""state"":""keyup""},{""type"":""practice"",""foreperiod"":1000,""response"":""space"",""rt"":768.6,""dwell"":119.8,""state"":""keyup""},{""type"":""practice"",""foreperiod"":1000,""response"":"""",""rt"":0,""dwell"":0,""state"":""timeout""},{""type"":""practice"",""foreperiod"":1000,""response"":""space"",""rt"":288.1,""dwell"":71.6,""state"":""keyup""},{""type"":""test"",""foreperiod"":1300,""response"":""space"",""rt"":288.7,""dwell"":63.6,""state"":""keyup""},{""type"":""test"",""foreperiod"":700,""response"":""space"",""rt"":291.5,""dwell"":48,""state"":""keyup""},{""type"":""test"",""foreperiod"":700,""response"":""space"",""rt"":260.8,""dwell"":47.8,""state"":""keyup""},{""type"":""test"",""foreperiod"":700,""response"":""space"",""rt"":134.9,""dwell"":87.8,""state"":""keyup""},{""type"":""test"",""foreperiod"":700,""response"":""space"",""rt"":270.1,""dwell"":95.3,""state"":""keyup""},{""type"":""test"",""foreperiod"":1100,""response"":""space"",""rt"":114,""dwell"":23.6,""state"":""keyup""},{""type"":""test"",""foreperiod"":700,""response"":""space"",""rt"":238.4,""dwell"":63.6,""state"":""keyup""},{""type"":""test"",""foreperiod"":1100,""response"":""space"",""rt"":409.5,""dwell"":71.9,""state"":""keyup""},{""type"":""test"",""foreperiod"":900,""response"":""space"",""rt"":1883.5,""dwell"":143.6,""state"":""keyup""},{""type"":""test"",""foreperiod"":900,""response"":""space"",""rt"":371.4,""dwell"":55.5,""state"":""keyup""},{""type"":""test"",""foreperiod"":700,""response"":""space"",""rt"":286.6,""dwell"":15.6,""state"":""keyup""},{""type"":""test"",""foreperiod"":700,""response"":""space"",""rt"":231,""dwell"":23.9,""state"":""keyup""}]",0,NA,NA,NA,NA,"12",1024,768,FALSE,"Windows",-120,25.1,NA,NA,NA,NA,NA,NA,"keyboard","SimpleRT_Main.v1.Jul23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398.37,278.35,474.98,"solitairecog","12d8cd",1,"12d8cd",1235149,3634358812,"completed",2024-07-14 14:53:51,2024-07-14 14:56:06,"klondike-turn-1","U/X2XO9KlybZMe4csIxoXfca3sS4XW2XFmTX19fDeV0=",193,140,333,2024-07-14 10:25:43,2024-07-14 14:53:50,0,0,7,0,52,1007,607,"2197","ZA",FALSE,TRUE,NA,0,"36","Male","Yes"
"5",111,"solitairecog",159,1,"a TestMyBrain test!",1,"Matching Shapes and Numbers","DSC_Main.v1.Jun23","103b3f","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0","null",2024-07-14 17:23:47,2024-07-14 17:25:00,"UTC - UTC +00:00",73,11,"[{""type"":""practice"",""symbol"":1,""digit"":1,""response"":""1"",""correct"":1,""rt"":2828.9,""stimOnsetTimestamp"":27795,""responseTimestamp"":30624.299999998882,""state"":""pointerup-touch""},{""type"":""practice"",""symbol"":3,""digit"":3,""response"":""3"",""correct"":1,""rt"":2354.4,""stimOnsetTimestamp"":30937.599999999627,""responseTimestamp"":33292,""state"":""pointerup-touch""},{""type"":""practice"",""symbol"":5,""digit"":2,""response"":"""",""correct"":0,""rt"":0,""stimOnsetTimestamp"":33551.199999999255,""responseTimestamp"":0,""state"":""timeout""},{""type"":""practice"",""symbol"":5,""digit"":2,""response"":""2"",""correct"":1,""rt"":968.2,""stimOnsetTimestamp"":38680.09999999963,""responseTimestamp"":39648.29999999888,""state"":""pointerup-touch""},{""type"":""test"",""symbol"":4,""digit"":1,""response"":""1"",""correct"":1,""rt"":2677.2,""stimOnsetTimestamp"":43529.40000000037,""responseTimestamp"":46206.59999999963,""state"":""pointerup-touch""},{""type"":""test"",""symbol"":5,""digit"":2,""response"":""2"",""correct"":1,""rt"":1069.4,""stimOnsetTimestamp"":46536.90000000037,""responseTimestamp"":47606.29999999888,""state"":""pointerup-touch""},{""type"":""test"",""symbol"":4,""digit"":1,""response"":""1"",""correct"":1,""rt"":1153.7,""stimOnsetTimestamp"":47900.29999999888,""responseTimestamp"":49054,""state"":""pointerup-touch""},{""type"":""test"",""symbol"":6,""digit"":3,""response"":""3"",""correct"":1,""rt"":2587.1,""stimOnsetTimestamp"":49375.29999999888,""responseTimestamp"":51962.40000000037,""state"":""pointerup-touch""},{""type"":""test"",""symbol"":4,""digit"":1,""response"":""1"",""correct"":1,""rt"":909,""stimOnsetTimestamp"":52232.79999999888,""responseTimestamp"":53141.79999999888,""state"":""pointerup-touch""},{""type"":""test"",""symbol"":1,""digit"":1,""response"":""1"",""correct"":1,""rt"":745.2,""stimOnsetTimestamp"":53435.5,""responseTimestamp"":54180.79999999888,""state"":""pointerup-touch""},{""type"":""test"",""symbol"":4,""digit"":1,""response"":""1"",""correct"":1,""rt"":1404.6,""stimOnsetTimestamp"":54484,""responseTimestamp"":55888.59999999963,""state"":""pointerup-touch""},{""type"":""test"",""symbol"":1,""digit"":1,""response"":""1"",""correct"":1,""rt"":783.3,""stimOnsetTimestamp"":56174.29999999888,""responseTimestamp"":56957.59999999963,""state"":""pointerup-touch""},{""type"":""test"",""symbol"":3,""digit"":3,""response"":""3"",""correct"":1,""rt"":768.4,""stimOnsetTimestamp"":57250.5,""responseTimestamp"":58018.90000000037,""state"":""pointerup-touch""},{""type"":""test"",""symbol"":2,""digit"":2,""response"":""2"",""correct"":1,""rt"":894.5,""stimOnsetTimestamp"":58306.40000000037,""responseTimestamp"":59200.90000000037,""state"":""pointerup-touch""},{""type"":""test"",""symbol"":3,""digit"":3,""response"":""3"",""correct"":1,""rt"":1020.4,""stimOnsetTimestamp"":59502,""responseTimestamp"":60522.40000000037,""state"":""pointerup-touch""},{""type"":""test"",""symbol"":1,""digit"":1,""response"":null,""correct"":null,""rt"":null,""stimOnsetTimestamp"":60818.699999999255,""responseTimestamp"":73996.59999999963,""state"":""timeout""}]",0,NA,NA,NA,"30",NA,1440,960,TRUE,"Windows",300,11,NA,1273.89,1020.4,698.87,NA,NA,"touch","DSC_Main.v1.Jun23",11,11,"1,2,3,4,5,6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"solitairecog","103b3f",1,"103b3f",1063743,3635598518,"completed",2024-07-14 17:23:19,2024-07-14 17:25:02,"klondike-turn-1","U/X2XO9KlybZMe4csIxoXfca3sS4XW2XFmTX19fDeV0=",290,146,436,2024-07-14 17:16:03,2024-07-14 17:23:19,1,0,2,0,52,1417,794,"60002","US",FALSE,TRUE,NA,10,"36","Female","No"
"6",147,"solitairecog",210,1,"a TestMyBrain test!",5,"Spot the Difference","Flicker_Main.v1.Jun23","476c2","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","null",2024-07-17 13:33:54,2024-07-17 13:37:48,"UTC - UTC +00:00",234,5.21,"[{""type"":""practice"",""correct"":1,""rt"":3561.1,""flips"":5,""seed"":""practice1"",""state"":""pointerup-mouse""},{""type"":""practice"",""correct"":0,""rt"":0,""flips"":42,""seed"":""practice2"",""state"":""timeout""},{""type"":""practice"",""correct"":1,""rt"":20364.3,""flips"":29,""seed"":""practice2"",""state"":""pointerup-mouse""},{""type"":""test"",""correct"":0,""rt"":0,""flips"":42,""seed"":""test1"",""state"":""timeout""},{""type"":""test"",""correct"":1,""rt"":14074.5,""flips"":20,""seed"":""test2"",""state"":""pointerup-mouse""},{""type"":""test"",""correct"":0,""rt"":0,""flips"":42,""seed"":""test3"",""state"":""timeout""},{""type"":""test"",""correct"":1,""rt"":6454,""flips"":9,""seed"":""test4"",""state"":""pointerup-mouse""},{""type"":""test"",""correct"":1,""rt"":8274.1,""flips"":11,""seed"":""test5"",""state"":""pointerup-mouse""},{""type"":""test"",""correct"":1,""rt"":13161.2,""flips"":18,""seed"":""test6"",""state"":""pointerup-mouse""},{""type"":""test"",""correct"":1,""rt"":11856.5,""flips"":16,""seed"":""test7"",""state"":""pointerup-mouse""},{""type"":""test"",""correct"":1,""rt"":9122.9,""flips"":13,""seed"":""test8"",""state"":""pointerup-mouse""},{""type"":""catch"",""correct"":1,""rt"":5419.6,""flips"":7,""seed"":""catch1"",""state"":""pointerup-mouse""},{""type"":""test"",""correct"":1,""rt"":10401.8,""flips"":14,""seed"":""test9"",""state"":""pointerup-mouse""}]",0,NA,NA,NA,NA,"9",1920,1080,TRUE,"Windows",300,5.21,0.8,NA,NA,NA,NA,NA,"mouse","Flicker_Main.v1.Jun23",NA,NA,NA,9845.6,3101,9762.3,13.5,4.4,13.5,2,NA,NA,NA,NA,"solitairecog","476c2",1,"476c2",292546,3634679151,"completed",2024-07-14 12:42:55,2024-07-17 13:37:50,"klondike-turn-1","U/X2XO9KlybZMe4csIxoXfca3sS4XW2XFmTX19fDeV0=",172,136,308,2024-07-14 12:39:59,2024-07-14 12:42:55,0,0,1,0,95,1522,729,"75956","US",FALSE,TRUE,NA,10,"81","Male","No"
