"","id...1_TMB","study_name_TMB","sitting_id_TMB","battery_id_TMB","battery_name_TMB","test_id_TMB","test_name_TMB","test_version_TMB","user_id_TMB","user_agent_TMB","geoip_TMB","start_time_TMB","end_time_TMB","timezone_TMB","duration...17_TMB","score...18_TMB","data_TMB","consented_TMB","demographics_TMB","misc_TMB","ntrials_TMB","input_TMB","duration...27_TMB","screenW_TMB","screenH_TMB","touch_TMB","OS_TMB","UTCoffset_TMB","score...33_TMB","accuracy_TMB","rtcMean_TMB","rtcSD_TMB","rtcMedian_TMB","flipscMean_TMB","flipscSD_TMB","flipscMedian_TMB","timeouts_TMB","responseDevice_TMB","testVersion_TMB","meanRTc_TMB","medianRTc_TMB","sdRTc_TMB","flag_medianRTc_TMB","flag_any_TMB","num_correct_TMB","num_responses_TMB","symbolsUsed_TMB","study_TMB","id...53_TMB","group_TMB","tmbUserId_SOL","game_id_SOL","status_SOL","researchStudyCreatedAt_SOL","researchStudyupdatedAt_SOL","game_SOL","seed_SOL","completion_time_SOL","moves_SOL","score_SOL","statsCreatedAt_SOL","statsUpdatedAt_SOL","undoCount_SOL","hintCount_SOL","upMoveCount_SOL","hkMoveCount_SOL","autoMoveCount_SOL","width_SOL","height_SOL","postal_SOL","country_SOL","hotkeys_SOL","autoplay_SOL","deviceType_SOL","maxTouchPoints_SOL","age_SOL","gender_SOL","cognitiveImpairment_SOL"
"1",12,"solitairecog",18,1,"a TestMyBrain test!",1,"Matching Shapes and Numbers","DSC_Main.v1.Jun23","12b3e6","Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","null",2024-07-10 11:04:44,2024-07-10 11:06:11,"UTC - UTC +00:00",87,24,"[{""type"":""practice"",""symbol"":1,""digit"":1,""response"":""1"",""correct"":1,""rt"":1170.4,""stimOnsetTimestamp"":37693.20000000001,""responseTimestamp"":38864.20000000001,""state"":""keyup""},{""type"":""practice"",""symbol"":3,""digit"":3,""response"":""3"",""correct"":1,""rt"":2040.6,""stimOnsetTimestamp"":39207.79999999999,""responseTimestamp"":41248.40000000002,""state"":""keyup""},{""type"":""practice"",""symbol"":5,""digit"":2,""response"":""2"",""correct"":1,""rt"":4299.4,""stimOnsetTimestamp"":41587.29999999999,""responseTimestamp"":45886.70000000001,""state"":""keyup""},{""type"":""test"",""symbol"":4,""digit"":1,""response"":""1"",""correct"":1,""rt"":3780.3,""stimOnsetTimestamp"":57003.5,""responseTimestamp"":60783.79999999999,""state"":""keyup""},{""type"":""test"",""symbol"":5,""digit"":2,""response"":""2"",""correct"":1,""rt"":1198.9,""stimOnsetTimestamp"":61174.20000000001,""responseTimestamp"":62373.100000000035,""state"":""keyup""},{""type"":""test"",""symbol"":4,""digit"":1,""response"":""1"",""correct"":1,""rt"":1015.8,""stimOnsetTimestamp"":62756,""responseTimestamp"":63771.79999999999,""state"":""keyup""},{""type"":""test"",""symbol"":6,""digit"":3,""response"":""3"",""correct"":1,""rt"":839.2,""stimOnsetTimestamp"":64194,""responseTimestamp"":65033.29999999999,""state"":""keyup""},{""type"":""test"",""symbol"":4,""digit"":1,""response"":""1"",""correct"":1,""rt"":808.9,""stimOnsetTimestamp"":65479.29999999999,""responseTimestamp"":66288.20000000001,""state"":""keyup""},{""type"":""test"",""symbol"":1,""digit"":1,""response"":""1"",""correct"":1,""rt"":627.7,""stimOnsetTimestamp"":66705.40000000002,""responseTimestamp"":67333.10000000003,""state"":""keyup""},{""type"":""test"",""symbol"":4,""digit"":1,""response"":""1"",""correct"":1,""rt"":798.7,""stimOnsetTimestamp"":67727,""responseTimestamp"":68525.70000000001,""state"":""keyup""},{""type"":""test"",""symbol"":1,""digit"":1,""response"":""1"",""correct"":1,""rt"":1042.9,""stimOnsetTimestamp"":68891,""responseTimestamp"":69933.90000000002,""state"":""keyup""},{""type"":""test"",""symbol"":3,""digit"":3,""response"":""3"",""correct"":1,""rt"":757.9,""stimOnsetTimestamp"":70330,""responseTimestamp"":71087.90000000002,""state"":""keyup""},{""type"":""test"",""symbol"":2,""digit"":2,""response"":""2"",""correct"":1,""rt"":599,""stimOnsetTimestamp"":71500.70000000001,""responseTimestamp"":72099.70000000001,""state"":""keyup""},{""type"":""test"",""symbol"":3,""digit"":3,""response"":""3"",""correct"":1,""rt"":601.6,""stimOnsetTimestamp"":72477.40000000002,""responseTimestamp"":73079,""state"":""keyup""},{""type"":""test"",""symbol"":1,""digit"":1,""response"":""1"",""correct"":1,""rt"":516.3,""stimOnsetTimestamp"":73492.90000000002,""responseTimestamp"":74009.20000000001,""state"":""keyup""},{""type"":""test"",""symbol"":2,""digit"":2,""response"":""2"",""correct"":1,""rt"":557.5,""stimOnsetTimestamp"":74473.79999999999,""responseTimestamp"":75031.29999999999,""state"":""keyup""},{""type"":""test"",""symbol"":4,""digit"":1,""response"":""1"",""correct"":1,""rt"":814.7,""stimOnsetTimestamp"":75441.10000000003,""responseTimestamp"":76255.79999999999,""state"":""keyup""},{""type"":""test"",""symbol"":2,""digit"":2,""response"":""2"",""correct"":1,""rt"":559,""stimOnsetTimestamp"":76673.5,""responseTimestamp"":77232.5,""state"":""keyup""},{""type"":""test"",""symbol"":6,""digit"":3,""response"":""3"",""correct"":1,""rt"":674.3,""stimOnsetTimestamp"":77632.90000000002,""responseTimestamp"":78307.20000000001,""state"":""keyup""},{""type"":""test"",""symbol"":2,""digit"":2,""response"":""2"",""correct"":1,""rt"":527.7,""stimOnsetTimestamp"":78721.79999999999,""responseTimestamp"":79249.5,""state"":""keyup""},{""type"":""test"",""symbol"":1,""digit"":1,""response"":""1"",""correct"":1,""rt"":545.6,""stimOnsetTimestamp"":79630.5,""responseTimestamp"":80176.10000000003,""state"":""keyup""},{""type"":""test"",""symbol"":4,""digit"":1,""response"":""1"",""correct"":1,""rt"":645.5,""stimOnsetTimestamp"":80597,""responseTimestamp"":81242.60000000003,""state"":""keyup""},{""type"":""test"",""symbol"":6,""digit"":3,""response"":""3"",""correct"":1,""rt"":563.7,""stimOnsetTimestamp"":81665.20000000001,""responseTimestamp"":82228.90000000002,""state"":""keyup""},{""type"":""test"",""symbol"":2,""digit"":2,""response"":""2"",""correct"":1,""rt"":540,""stimOnsetTimestamp"":82632.29999999999,""responseTimestamp"":83172.29999999999,""state"":""keyup""},{""type"":""test"",""symbol"":3,""digit"":3,""response"":""3"",""correct"":1,""rt"":632.7,""stimOnsetTimestamp"":83505.60000000003,""responseTimestamp"":84138.29999999999,""state"":""keyup""},{""type"":""test"",""symbol"":6,""digit"":3,""response"":""3"",""correct"":1,""rt"":631.3,""stimOnsetTimestamp"":84560.20000000001,""responseTimestamp"":85191.5,""state"":""keyup""},{""type"":""test"",""symbol"":5,""digit"":2,""response"":""2"",""correct"":1,""rt"":1059.9,""stimOnsetTimestamp"":85582.20000000001,""responseTimestamp"":86642.10000000003,""state"":""keyup""}]",0,NA,NA,NA,NA,"30",1536,864,TRUE,"Unix",-60,24,NA,NA,NA,NA,NA,NA,NA,NA,"keyboard","DSC_Main.v1.Jun23",847.46,639.1,653.73,NA,NA,24,24,"1,2,3,4,5,6","solitairecog","12b3e6",1,"12b3e6",3604611546,"completed",2024-07-07 23:57:02,2024-07-10 11:06:12,"klondike-turn-1","8M+noI3mcoUpqz86nUVPyF0Aoq6HhgSDzHtjuG+GR+U=",226,165,391,2024-07-07 23:53:12,2024-07-07 23:57:02,0,0,52,0,95,1536,730,"BT45","GB",FALSE,TRUE,NA,10,"21","Female","No"
