"","id...1_TMB","study_name_TMB","sitting_id_TMB","battery_id_TMB","battery_name_TMB","test_id_TMB","test_name_TMB","test_version_TMB","user_id_TMB","user_agent_TMB","geoip_TMB","start_time_TMB","end_time_TMB","timezone_TMB","duration...17_TMB","score...18_TMB","data_TMB","consented_TMB","demographics_TMB","misc_TMB","ntrials_TMB","input_TMB","duration...27_TMB","screenW_TMB","screenH_TMB","touch_TMB","OS_TMB","UTCoffset_TMB","score...33_TMB","accuracy_TMB","rtcMean_TMB","rtcSD_TMB","rtcMedian_TMB","flipscMean_TMB","flipscSD_TMB","flipscMedian_TMB","timeouts_TMB","responseDevice_TMB","testVersion_TMB","meanRTc_TMB","medianRTc_TMB","sdRTc_TMB","flag_medianRTc_TMB","flag_any_TMB","num_correct_TMB","num_responses_TMB","symbolsUsed_TMB","study_TMB","id...53_TMB","group_TMB","tmbUserId_SOL","game_id_SOL","status_SOL","researchStudyCreatedAt_SOL","researchStudyupdatedAt_SOL","game_SOL","seed_SOL","completion_time_SOL","moves_SOL","score_SOL","statsCreatedAt_SOL","statsUpdatedAt_SOL","undoCount_SOL","hintCount_SOL","upMoveCount_SOL","hkMoveCount_SOL","autoMoveCount_SOL","width_SOL","height_SOL","postal_SOL","country_SOL","hotkeys_SOL","autoplay_SOL","deviceType_SOL","maxTouchPoints_SOL","age_SOL","gender_SOL","cognitiveImpairment_SOL"
"1",3,"solitairecog",5,1,"a TestMyBrain test!",5,"Spot the Difference","Flicker_Main.v1.Jun23","11db2c","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0","null",2024-07-06 02:56:20,2024-07-06 02:59:37,"UTC - UTC +00:00",197,5.78,"[{""type"":""practice"",""correct"":1,""rt"":3506.1,""flips"":5,""seed"":""practice1"",""state"":""pointerup-mouse""},{""type"":""practice"",""correct"":1,""rt"":21580.3,""flips"":30,""seed"":""practice2"",""state"":""pointerup-mouse""},{""type"":""test"",""correct"":1,""rt"":12432.5,""flips"":17,""seed"":""test1"",""state"":""pointerup-mouse""},{""type"":""test"",""correct"":1,""rt"":2365.4,""flips"":3,""seed"":""test2"",""state"":""pointerup-mouse""},{""type"":""test"",""correct"":0,""rt"":0,""flips"":42,""seed"":""test3"",""state"":""timeout""},{""type"":""test"",""correct"":1,""rt"":4823.3,""flips"":7,""seed"":""test4"",""state"":""pointerup-mouse""},{""type"":""test"",""correct"":0,""rt"":28041.7,""flips"":39,""seed"":""test5"",""state"":""pointerup-mouse""},{""type"":""test"",""correct"":1,""rt"":10689.1,""flips"":15,""seed"":""test6"",""state"":""pointerup-mouse""},{""type"":""test"",""correct"":1,""rt"":11743.8,""flips"":16,""seed"":""test7"",""state"":""pointerup-mouse""},{""type"":""test"",""correct"":1,""rt"":4129.4,""flips"":6,""seed"":""test8"",""state"":""pointerup-mouse""},{""type"":""catch"",""correct"":1,""rt"":2957.1,""flips"":4,""seed"":""catch1"",""state"":""pointerup-mouse""},{""type"":""test"",""correct"":1,""rt"":17384.5,""flips"":24,""seed"":""test9"",""state"":""pointerup-mouse""}]",0,NA,NA,"9",NA,NA,1366,768,FALSE,"Windows",240,5.78,0.8,8315.6,5482.7,7756.2,11.5,7.5,11,1,"mouse","Flicker_Main.v1.Jun23",NA,NA,NA,NA,NA,NA,NA,NA,"solitairecog","11db2c",1,"11db2c",3596598747,"completed",2024-07-06 02:55:46,2024-07-06 02:59:38,"klondike-turn-1","dZ5bGeFNfW6kVecQUSmQpyEAe1Eyh8w85D1xp9V2W+E=",306,147,453,2024-07-06 02:50:37,2024-07-06 02:55:45,0,0,0,0,91,1343,646,"33415","US",FALSE,TRUE,NA,0,"62","Female","No"
