"","id...1_TMB","study_name_TMB","sitting_id_TMB","battery_id_TMB","battery_name_TMB","test_id_TMB","test_name_TMB","test_version_TMB","user_id_TMB","user_agent_TMB","geoip_TMB","start_time_TMB","end_time_TMB","timezone_TMB","duration...17_TMB","score...18_TMB","data_TMB","consented_TMB","demographics_TMB","misc_TMB","ntrials_TMB","input_TMB","duration...27_TMB","screenW_TMB","screenH_TMB","touch_TMB","OS_TMB","UTCoffset_TMB","score...33_TMB","accuracy_TMB","rtcMean_TMB","rtcSD_TMB","rtcMedian_TMB","flipscMean_TMB","flipscSD_TMB","flipscMedian_TMB","timeouts_TMB","responseDevice_TMB","testVersion_TMB","meanRTc_TMB","medianRTc_TMB","sdRTc_TMB","flag_medianRTc_TMB","flag_any_TMB","num_correct_TMB","num_responses_TMB","symbolsUsed_TMB","study_TMB","id...53_TMB","group_TMB","tmbUserId_SOL","game_id_SOL","status_SOL","researchStudyCreatedAt_SOL","researchStudyupdatedAt_SOL","game_SOL","seed_SOL","completion_time_SOL","moves_SOL","score_SOL","statsCreatedAt_SOL","statsUpdatedAt_SOL","undoCount_SOL","hintCount_SOL","upMoveCount_SOL","hkMoveCount_SOL","autoMoveCount_SOL","width_SOL","height_SOL","postal_SOL","country_SOL","hotkeys_SOL","autoplay_SOL","deviceType_SOL","maxTouchPoints_SOL","age_SOL","gender_SOL","cognitiveImpairment_SOL"
"1",8,"solitairecog",14,1,"a TestMyBrain test!",1,"Matching Shapes and Numbers","DSC_Main.v1.Jun23","12c784","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15 Ddg/17.5","null",2024-07-10 01:15:32,2024-07-10 01:16:51,"UTC - UTC +00:00",79,16,"[{""type"":""practice"",""symbol"":1,""digit"":1,""response"":""1"",""correct"":1,""rt"":2742,""stimOnsetTimestamp"":26555,""responseTimestamp"":29298,""state"":""keyup""},{""type"":""practice"",""symbol"":3,""digit"":3,""response"":""3"",""correct"":1,""rt"":2154,""stimOnsetTimestamp"":29687,""responseTimestamp"":31841,""state"":""keyup""},{""type"":""practice"",""symbol"":5,""digit"":2,""response"":""2"",""correct"":1,""rt"":1660,""stimOnsetTimestamp"":32228,""responseTimestamp"":33888,""state"":""keyup""},{""type"":""test"",""symbol"":4,""digit"":1,""response"":""1"",""correct"":1,""rt"":2653,""stimOnsetTimestamp"":48470,""responseTimestamp"":51123,""state"":""keyup""},{""type"":""test"",""symbol"":5,""digit"":2,""response"":""2"",""correct"":1,""rt"":1413,""stimOnsetTimestamp"":51533,""responseTimestamp"":52946,""state"":""keyup""},{""type"":""test"",""symbol"":4,""digit"":1,""response"":""1"",""correct"":1,""rt"":1365,""stimOnsetTimestamp"":53379,""responseTimestamp"":54744,""state"":""keyup""},{""type"":""test"",""symbol"":6,""digit"":3,""response"":""3"",""correct"":1,""rt"":1254,""stimOnsetTimestamp"":55132,""responseTimestamp"":56386,""state"":""keyup""},{""type"":""test"",""symbol"":4,""digit"":1,""response"":""1"",""correct"":1,""rt"":1502,""stimOnsetTimestamp"":56819,""responseTimestamp"":58321,""state"":""keyup""},{""type"":""test"",""symbol"":1,""digit"":1,""response"":""1"",""correct"":1,""rt"":1141,""stimOnsetTimestamp"":58711,""responseTimestamp"":59852.00000000001,""state"":""keyup""},{""type"":""test"",""symbol"":4,""digit"":1,""response"":""1"",""correct"":1,""rt"":1525,""stimOnsetTimestamp"":60240,""responseTimestamp"":61765,""state"":""keyup""},{""type"":""test"",""symbol"":1,""digit"":1,""response"":""1"",""correct"":1,""rt"":2145,""stimOnsetTimestamp"":62118,""responseTimestamp"":64263.00000000001,""state"":""keyup""},{""type"":""test"",""symbol"":3,""digit"":3,""response"":""3"",""correct"":1,""rt"":938,""stimOnsetTimestamp"":64650.99999999999,""responseTimestamp"":65589,""state"":""keyup""},{""type"":""test"",""symbol"":2,""digit"":2,""response"":""2"",""correct"":1,""rt"":1124,""stimOnsetTimestamp"":66018,""responseTimestamp"":67142,""state"":""keyup""},{""type"":""test"",""symbol"":3,""digit"":3,""response"":""3"",""correct"":1,""rt"":941,""stimOnsetTimestamp"":67528,""responseTimestamp"":68469.00000000001,""state"":""keyup""},{""type"":""test"",""symbol"":1,""digit"":1,""response"":""1"",""correct"":1,""rt"":1410,""stimOnsetTimestamp"":68881,""responseTimestamp"":70291,""state"":""keyup""},{""type"":""test"",""symbol"":2,""digit"":2,""response"":""2"",""correct"":1,""rt"":1468,""stimOnsetTimestamp"":70635,""responseTimestamp"":72103,""state"":""keyup""},{""type"":""test"",""symbol"":4,""digit"":1,""response"":""1"",""correct"":1,""rt"":1119,""stimOnsetTimestamp"":72503,""responseTimestamp"":73622,""state"":""keyup""},{""type"":""test"",""symbol"":2,""digit"":2,""response"":""2"",""correct"":1,""rt"":1007,""stimOnsetTimestamp"":74011,""responseTimestamp"":75018,""state"":""keyup""},{""type"":""test"",""symbol"":6,""digit"":3,""response"":""3"",""correct"":1,""rt"":784,""stimOnsetTimestamp"":75404,""responseTimestamp"":76188,""state"":""keyup""},{""type"":""test"",""symbol"":2,""digit"":2,""response"":""1"",""correct"":0,""rt"":1411,""stimOnsetTimestamp"":76621,""responseTimestamp"":78032,""state"":""keyup""},{""type"":""test"",""symbol"":1,""digit"":1,""response"":null,""correct"":null,""rt"":null,""stimOnsetTimestamp"":78465,""responseTimestamp"":78617,""state"":""timeout""}]",0,NA,NA,NA,NA,"30",1920,1080,FALSE,"MacOS",240,16,NA,NA,NA,NA,NA,NA,NA,NA,"keyboard","DSC_Main.v1.Jun23",1361.81,1309.5,471.55,NA,NA,16,17,"1,2,3,4,5,6","solitairecog","12c784",1,"12c784",3614717015,"completed",2024-07-10 01:14:42,2024-07-10 01:19:17,"klondike-turn-1","8OkIJyXAun6xlAILgFtPr4RM959pRSMDk8F4uR4ML+k=",104,135,239,2024-07-10 01:12:54,2024-07-10 01:14:42,0,0,3,0,89,1905,993,"18301","US",FALSE,TRUE,NA,0,"74","Female","No"
"2",9,"solitairecog",15,1,"a TestMyBrain test!",5,"Spot the Difference","Flicker_Main.v1.Jun23","adbe","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0","null",2024-07-10 04:30:23,2024-07-10 04:34:35,"UTC - UTC +00:00",252,5.03,"[{""type"":""practice"",""correct"":1,""rt"":7126,""flips"":10,""seed"":""practice1"",""state"":""pointerup-mouse""},{""type"":""practice"",""correct"":0,""rt"":0,""flips"":41,""seed"":""practice2"",""state"":""timeout""},{""type"":""practice"",""correct"":1,""rt"":13274,""flips"":18,""seed"":""practice2"",""state"":""pointerup-mouse""},{""type"":""test"",""correct"":1,""rt"":9212,""flips"":13,""seed"":""test1"",""state"":""pointerup-mouse""},{""type"":""test"",""correct"":0,""rt"":12078,""flips"":17,""seed"":""test2"",""state"":""pointerup-mouse""},{""type"":""test"",""correct"":1,""rt"":21666,""flips"":30,""seed"":""test3"",""state"":""pointerup-mouse""},{""type"":""test"",""correct"":1,""rt"":12106,""flips"":17,""seed"":""test4"",""state"":""pointerup-mouse""},{""type"":""test"",""correct"":0,""rt"":5600,""flips"":8,""seed"":""test5"",""state"":""pointerup-mouse""},{""type"":""test"",""correct"":1,""rt"":15285,""flips"":21,""seed"":""test6"",""state"":""pointerup-mouse""},{""type"":""test"",""correct"":1,""rt"":22398,""flips"":31,""seed"":""test7"",""state"":""pointerup-mouse""},{""type"":""test"",""correct"":1,""rt"":10090,""flips"":14,""seed"":""test8"",""state"":""pointerup-mouse""},{""type"":""catch"",""correct"":1,""rt"":6460,""flips"":9,""seed"":""catch1"",""state"":""pointerup-mouse""},{""type"":""test"",""correct"":1,""rt"":28196,""flips"":39,""seed"":""test9"",""state"":""pointerup-mouse""}]",0,NA,NA,"9",NA,NA,797,448,TRUE,"Windows",300,5.03,0.8,15676.6,7640.4,13695.5,21.8,10.5,19,0,"mouse","Flicker_Main.v1.Jun23",NA,NA,NA,NA,NA,NA,NA,NA,"solitairecog","adbe",1,"adbe",3615314411,"completed",2024-07-10 04:28:55,2024-07-10 04:34:41,"klondike-turn-1","8OkIJyXAun6xlAILgFtPr4RM959pRSMDk8F4uR4ML+k=",264,155,419,2024-07-10 04:24:26,2024-07-10 04:28:54,5,0,1,0,91,1207,508,"72903","US",FALSE,TRUE,NA,10,"74","Female","No"
