"","id...1_TMB","study_name_TMB","sitting_id_TMB","battery_id_TMB","battery_name_TMB","test_id_TMB","test_name_TMB","test_version_TMB","user_id_TMB","user_agent_TMB","geoip_TMB","start_time_TMB","end_time_TMB","timezone_TMB","duration...17_TMB","score...18_TMB","data_TMB","consented_TMB","demographics_TMB","misc_TMB","duration...25_TMB","ntrials_TMB","input_TMB","screenW_TMB","screenH_TMB","touch_TMB","OS_TMB","UTCoffset_TMB","score...33_TMB","num_correct_TMB","num_responses_TMB","meanRTc_TMB","medianRTc_TMB","sdRTc_TMB","symbolsUsed_TMB","responseDevice_TMB","testVersion_TMB","meanRT_TMB","medianRT_TMB","sdRT_TMB","accuracy_TMB","flag_accuracy_TMB","flag_medianRTc_TMB","flag_any_TMB","rtcMean_TMB","rtcSD_TMB","rtcMedian_TMB","flipscMean_TMB","flipscSD_TMB","flipscMedian_TMB","timeouts_TMB","study_TMB","id...57_TMB","group_TMB","tmbUserId_SOL","userId_SOL","game_id_SOL","status_SOL","researchStudyCreatedAt_SOL","researchStudyupdatedAt_SOL","game_SOL","seed_SOL","completion_time_SOL","moves_SOL","score_SOL","statsCreatedAt_SOL","statsUpdatedAt_SOL","undoCount_SOL","hintCount_SOL","upMoveCount_SOL","hkMoveCount_SOL","autoMoveCount_SOL","newRegistrationUser_SOL","width_SOL","height_SOL","postal_SOL","country_SOL","hotkeys_SOL","autoplay_SOL","deviceType_SOL","maxTouchPoints_SOL","age_SOL","gender_SOL","cognitiveImpairment_SOL"
"1",1928,"solitairecog",2700,1,"a TestMyBrain test!",1,"Matching Shapes and Numbers","DSC_Main.v1.Jun23","90cb3","Mozilla/5.0 (X11; CrOS x86_64 14092.77.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.107 Safari/537.36","null",2024-08-07 00:36:50,2024-08-07 00:37:46,"UTC - UTC +00:00",56,24,"[{""type"":""practice"",""symbol"":1,""digit"":1,""response"":""1"",""correct"":1,""rt"":3510.5,""stimOnsetTimestamp"":14766.100000000093,""responseTimestamp"":18277.399999999907,""state"":""keyup""},{""type"":""practice"",""symbol"":3,""digit"":3,""response"":""3"",""correct"":1,""rt"":1330.6,""stimOnsetTimestamp"":18673.399999999907,""responseTimestamp"":20004.000000000466,""state"":""keyup""},{""type"":""practice"",""symbol"":5,""digit"":2,""response"":""2"",""correct"":1,""rt"":685.9,""stimOnsetTimestamp"":20357.000000000466,""responseTimestamp"":21043.000000000466,""state"":""keyup""},{""type"":""test"",""symbol"":4,""digit"":1,""response"":""1"",""correct"":1,""rt"":1928.3,""stimOnsetTimestamp"":26143.19999999972,""responseTimestamp"":28071.500000000466,""state"":""keyup""},{""type"":""test"",""symbol"":5,""digit"":2,""response"":""2"",""correct"":1,""rt"":885.6,""stimOnsetTimestamp"":28425.399999999907,""responseTimestamp"":29311.000000000466,""state"":""keyup""},{""type"":""test"",""symbol"":4,""digit"":1,""response"":""1"",""correct"":1,""rt"":711.6,""stimOnsetTimestamp"":29642.100000000093,""responseTimestamp"":30353.69999999972,""state"":""keyup""},{""type"":""test"",""symbol"":6,""digit"":3,""response"":""3"",""correct"":1,""rt"":929.6,""stimOnsetTimestamp"":30703.100000000093,""responseTimestamp"":31632.69999999972,""state"":""keyup""},{""type"":""test"",""symbol"":4,""digit"":1,""response"":""1"",""correct"":1,""rt"":956.9,""stimOnsetTimestamp"":31988.899999999907,""responseTimestamp"":32945.80000000028,""state"":""keyup""},{""type"":""test"",""symbol"":1,""digit"":1,""response"":""1"",""correct"":1,""rt"":727.5,""stimOnsetTimestamp"":33272.69999999972,""responseTimestamp"":34000.19999999972,""state"":""keyup""},{""type"":""test"",""symbol"":4,""digit"":1,""response"":""1"",""correct"":1,""rt"":736.1,""stimOnsetTimestamp"":34353.19999999972,""responseTimestamp"":35089.39999999991,""state"":""keyup""},{""type"":""test"",""symbol"":1,""digit"":1,""response"":""1"",""correct"":1,""rt"":819.2,""stimOnsetTimestamp"":35432.60000000009,""responseTimestamp"":36251.80000000028,""state"":""keyup""},{""type"":""test"",""symbol"":3,""digit"":3,""response"":""3"",""correct"":1,""rt"":722.1,""stimOnsetTimestamp"":36610.89999999991,""responseTimestamp"":37333.000000000466,""state"":""keyup""},{""type"":""test"",""symbol"":2,""digit"":2,""response"":""1"",""correct"":0,""rt"":593.6,""stimOnsetTimestamp"":37689.000000000466,""responseTimestamp"":38282.60000000009,""state"":""keyup""},{""type"":""test"",""symbol"":3,""digit"":3,""response"":""3"",""correct"":1,""rt"":841.2,""stimOnsetTimestamp"":38638.89999999991,""responseTimestamp"":39480.10000000009,""state"":""keyup""},{""type"":""test"",""symbol"":1,""digit"":1,""response"":""1"",""correct"":1,""rt"":678.7,""stimOnsetTimestamp"":39819.60000000009,""responseTimestamp"":40498.30000000028,""state"":""keyup""},{""type"":""test"",""symbol"":2,""digit"":2,""response"":""2"",""correct"":1,""rt"":591.4,""stimOnsetTimestamp"":40828.10000000009,""responseTimestamp"":41419.500000000466,""state"":""keyup""},{""type"":""test"",""symbol"":4,""digit"":1,""response"":""1"",""correct"":1,""rt"":981.6,""stimOnsetTimestamp"":41753.19999999972,""responseTimestamp"":42734.80000000028,""state"":""keyup""},{""type"":""test"",""symbol"":2,""digit"":2,""response"":""2"",""correct"":1,""rt"":672.2,""stimOnsetTimestamp"":43075.000000000466,""responseTimestamp"":43747.19999999972,""state"":""keyup""},{""type"":""test"",""symbol"":6,""digit"":3,""response"":""3"",""correct"":1,""rt"":733.4,""stimOnsetTimestamp"":44084.30000000028,""responseTimestamp"":44817.69999999972,""state"":""keyup""},{""type"":""test"",""symbol"":2,""digit"":2,""response"":""2"",""correct"":1,""rt"":617.6,""stimOnsetTimestamp"":45141.30000000028,""responseTimestamp"":45758.89999999991,""state"":""keyup""},{""type"":""test"",""symbol"":1,""digit"":1,""response"":""1"",""correct"":1,""rt"":534.1,""stimOnsetTimestamp"":46093.30000000028,""responseTimestamp"":46627.39999999991,""state"":""keyup""},{""type"":""test"",""symbol"":4,""digit"":1,""response"":""2"",""correct"":0,""rt"":456.2,""stimOnsetTimestamp"":46969.89999999991,""responseTimestamp"":47426.10000000009,""state"":""keyup""},{""type"":""test"",""symbol"":6,""digit"":3,""response"":""3"",""correct"":1,""rt"":1381,""stimOnsetTimestamp"":47770.500000000466,""responseTimestamp"":49151.500000000466,""state"":""keyup""},{""type"":""test"",""symbol"":2,""digit"":2,""response"":""2"",""correct"":1,""rt"":668.7,""stimOnsetTimestamp"":49510.89999999991,""responseTimestamp"":50179.60000000009,""state"":""keyup""},{""type"":""test"",""symbol"":3,""digit"":3,""response"":""3"",""correct"":1,""rt"":818.1,""stimOnsetTimestamp"":50538.89999999991,""responseTimestamp"":51357.000000000466,""state"":""keyup""},{""type"":""test"",""symbol"":6,""digit"":3,""response"":""3"",""correct"":1,""rt"":950.2,""stimOnsetTimestamp"":51696.60000000009,""responseTimestamp"":52646.80000000028,""state"":""keyup""},{""type"":""test"",""symbol"":5,""digit"":2,""response"":""2"",""correct"":1,""rt"":683.8,""stimOnsetTimestamp"":52980.000000000466,""responseTimestamp"":53663.80000000028,""state"":""keyup""},{""type"":""test"",""symbol"":6,""digit"":3,""response"":""3"",""correct"":1,""rt"":702.9,""stimOnsetTimestamp"":54004.89999999991,""responseTimestamp"":54707.80000000028,""state"":""keyup""},{""type"":""test"",""symbol"":3,""digit"":3,""response"":""3"",""correct"":1,""rt"":704.2,""stimOnsetTimestamp"":55073.69999999972,""responseTimestamp"":55777.89999999991,""state"":""keyup""},{""type"":""test"",""symbol"":6,""digit"":3,""response"":null,""correct"":null,""rt"":null,""stimOnsetTimestamp"":56120.69999999972,""responseTimestamp"":56271.60000000009,""state"":""timeout""}]",0,NA,NA,"30",NA,NA,1366,768,FALSE,"Unix",420,24,24,26,832.33,730.45,291.01,"1,2,3,4,5,6","keyboard","DSC_Main.v1.Jun23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"solitairecog","90cb3",1,"90cb3",593075,3744764738,"completed",2024-08-07 00:34:38,2024-08-07 00:37:50,"klondike-turn-1","S9xYzV+1pYrSP2T56KxVhwhTZZ+TH9dQgIVMzsbNzVA=",157,135,292,2024-08-07 00:31:58,2024-08-07 00:34:37,0,0,57,0,90,NA,1318,665,"85142","US",FALSE,TRUE,NA,0,"17","Female","No"
"2",1932,"solitairecog",2705,1,"a TestMyBrain test!",1,"Matching Shapes and Numbers","DSC_Main.v1.Jun23","131264","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0","null",2024-08-07 00:52:28,2024-08-07 00:53:35,"UTC - UTC +00:00",67,17,"[{""type"":""practice"",""symbol"":1,""digit"":1,""response"":""1"",""correct"":1,""rt"":3725.3,""stimOnsetTimestamp"":19225.600000023842,""responseTimestamp"":22951.699999928474,""state"":""keyup""},{""type"":""practice"",""symbol"":3,""digit"":3,""response"":""2"",""correct"":0,""rt"":1767.3,""stimOnsetTimestamp"":23376.5,""responseTimestamp"":25143.799999952316,""state"":""keyup""},{""type"":""practice"",""symbol"":3,""digit"":3,""response"":""3"",""correct"":1,""rt"":1037.9,""stimOnsetTimestamp"":31038.799999952316,""responseTimestamp"":32076.699999928474,""state"":""keyup""},{""type"":""practice"",""symbol"":5,""digit"":2,""response"":""2"",""correct"":1,""rt"":1517.3,""stimOnsetTimestamp"":32447.799999952316,""responseTimestamp"":33965.10000002384,""state"":""keyup""},{""type"":""test"",""symbol"":4,""digit"":1,""response"":""1"",""correct"":1,""rt"":1807.8,""stimOnsetTimestamp"":37270.199999928474,""responseTimestamp"":39078,""state"":""keyup""},{""type"":""test"",""symbol"":5,""digit"":2,""response"":""2"",""correct"":1,""rt"":1016,""stimOnsetTimestamp"":39513.10000002384,""responseTimestamp"":40529.10000002384,""state"":""keyup""},{""type"":""test"",""symbol"":4,""digit"":1,""response"":""1"",""correct"":1,""rt"":1112.4,""stimOnsetTimestamp"":40943.10000002384,""responseTimestamp"":42055.5,""state"":""keyup""},{""type"":""test"",""symbol"":6,""digit"":3,""response"":""3"",""correct"":1,""rt"":928.5,""stimOnsetTimestamp"":42454.199999928474,""responseTimestamp"":43382.699999928474,""state"":""keyup""},{""type"":""test"",""symbol"":4,""digit"":1,""response"":""1"",""correct"":1,""rt"":2271.1,""stimOnsetTimestamp"":43766.10000002384,""responseTimestamp"":46037.199999928474,""state"":""keyup""},{""type"":""test"",""symbol"":1,""digit"":1,""response"":""1"",""correct"":1,""rt"":1003.7,""stimOnsetTimestamp"":46501.89999997616,""responseTimestamp"":47505.60000002384,""state"":""keyup""},{""type"":""test"",""symbol"":4,""digit"":1,""response"":""1"",""correct"":1,""rt"":1136.9,""stimOnsetTimestamp"":47933.5,""responseTimestamp"":49070.39999997616,""state"":""keyup""},{""type"":""test"",""symbol"":1,""digit"":1,""response"":""1"",""correct"":1,""rt"":1743.6,""stimOnsetTimestamp"":49445.299999952316,""responseTimestamp"":51188.89999997616,""state"":""keyup""},{""type"":""test"",""symbol"":3,""digit"":3,""response"":""2"",""correct"":0,""rt"":1542.8,""stimOnsetTimestamp"":51549.39999997616,""responseTimestamp"":53092.199999928474,""state"":""keyup""},{""type"":""test"",""symbol"":2,""digit"":2,""response"":""2"",""correct"":1,""rt"":1635.5,""stimOnsetTimestamp"":53492.199999928474,""responseTimestamp"":55127.699999928474,""state"":""keyup""},{""type"":""test"",""symbol"":3,""digit"":3,""response"":""3"",""correct"":1,""rt"":967.5,""stimOnsetTimestamp"":55489.10000002384,""responseTimestamp"":56456.60000002384,""state"":""keyup""},{""type"":""test"",""symbol"":1,""digit"":1,""response"":""1"",""correct"":1,""rt"":1512.1,""stimOnsetTimestamp"":56808.799999952316,""responseTimestamp"":58320.89999997616,""state"":""keyup""},{""type"":""test"",""symbol"":2,""digit"":2,""response"":""2"",""correct"":1,""rt"":1408.7,""stimOnsetTimestamp"":58706.699999928474,""responseTimestamp"":60115.39999997616,""state"":""keyup""},{""type"":""test"",""symbol"":4,""digit"":1,""response"":""1"",""correct"":1,""rt"":1114.5,""stimOnsetTimestamp"":60499.799999952316,""responseTimestamp"":61614.299999952316,""state"":""keyup""},{""type"":""test"",""symbol"":2,""digit"":2,""response"":""2"",""correct"":1,""rt"":964.6,""stimOnsetTimestamp"":61980.89999997616,""responseTimestamp"":62945.5,""state"":""keyup""},{""type"":""test"",""symbol"":6,""digit"":3,""response"":""3"",""correct"":1,""rt"":785.7,""stimOnsetTimestamp"":63342.60000002384,""responseTimestamp"":64128.299999952316,""state"":""keyup""},{""type"":""test"",""symbol"":2,""digit"":2,""response"":""2"",""correct"":1,""rt"":721.6,""stimOnsetTimestamp"":64484.10000002384,""responseTimestamp"":65205.699999928474,""state"":""keyup""},{""type"":""test"",""symbol"":1,""digit"":1,""response"":""1"",""correct"":1,""rt"":563,""stimOnsetTimestamp"":65600.10000002384,""responseTimestamp"":66163.10000002384,""state"":""keyup""},{""type"":""test"",""symbol"":4,""digit"":1,""response"":null,""correct"":null,""rt"":null,""stimOnsetTimestamp"":66559.10000002384,""responseTimestamp"":67280.10000002384,""state"":""timeout""}]",0,NA,NA,"30",NA,NA,1366,768,FALSE,"Windows",-600,17,17,18,1217.25,1112.4,448.51,"1,2,3,4,5,6","keyboard","DSC_Main.v1.Jun23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"solitairecog","131264",1,"131264",1249892,3744826898,"completed",2024-08-07 00:51:51,2024-08-07 00:53:38,"klondike-turn-1","S9xYzV+1pYrSP2T56KxVhwhTZZ+TH9dQgIVMzsbNzVA=",198,140,338,2024-08-07 00:48:30,2024-08-07 00:51:50,2,1,72,0,92,NA,1303,652,"4053","AU",FALSE,TRUE,NA,0,"17","Male","No"
"3",1934,"solitairecog",2707,1,"a TestMyBrain test!",1,"Matching Shapes and Numbers","DSC_Main.v1.Jun23","13311d","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0","null",2024-08-07 01:16:35,2024-08-07 01:19:06,"UTC - UTC +00:00",151,8,"[{""type"":""practice"",""symbol"":1,""digit"":1,""response"":"""",""correct"":0,""rt"":0,""stimOnsetTimestamp"":52323.200000047684,""responseTimestamp"":0,""state"":""timeout""},{""type"":""practice"",""symbol"":1,""digit"":1,""response"":""1"",""correct"":1,""rt"":2256.8,""stimOnsetTimestamp"":78627.40000009537,""responseTimestamp"":80884.20000004768,""state"":""keyup""},{""type"":""practice"",""symbol"":3,""digit"":3,""response"":"""",""correct"":0,""rt"":0,""stimOnsetTimestamp"":81305.40000009537,""responseTimestamp"":0,""state"":""timeout""},{""type"":""practice"",""symbol"":3,""digit"":3,""response"":""2"",""correct"":0,""rt"":3183.2,""stimOnsetTimestamp"":92099.10000014305,""responseTimestamp"":95282.40000009537,""state"":""keyup""},{""type"":""practice"",""symbol"":3,""digit"":3,""response"":""3"",""correct"":1,""rt"":1712.2,""stimOnsetTimestamp"":101953.79999995232,""responseTimestamp"":103666,""state"":""keyup""},{""type"":""practice"",""symbol"":5,""digit"":2,""response"":""2"",""correct"":1,""rt"":3650.9,""stimOnsetTimestamp"":104046.29999995232,""responseTimestamp"":107697.29999995232,""state"":""keyup""},{""type"":""test"",""symbol"":4,""digit"":1,""response"":""1"",""correct"":1,""rt"":4208.3,""stimOnsetTimestamp"":121890.10000014305,""responseTimestamp"":126098.40000009537,""state"":""keyup""},{""type"":""test"",""symbol"":5,""digit"":2,""response"":""2"",""correct"":1,""rt"":2631.6,""stimOnsetTimestamp"":126490.90000009537,""responseTimestamp"":129122.5,""state"":""keyup""},{""type"":""test"",""symbol"":4,""digit"":1,""response"":""1"",""correct"":1,""rt"":3708.5,""stimOnsetTimestamp"":129541.5,""responseTimestamp"":133250,""state"":""keyup""},{""type"":""test"",""symbol"":6,""digit"":3,""response"":""3"",""correct"":1,""rt"":3210.2,""stimOnsetTimestamp"":133688.10000014305,""responseTimestamp"":136898.29999995232,""state"":""keyup""},{""type"":""test"",""symbol"":4,""digit"":1,""response"":""1"",""correct"":1,""rt"":3077.8,""stimOnsetTimestamp"":137308.60000014305,""responseTimestamp"":140386.40000009537,""state"":""keyup""},{""type"":""test"",""symbol"":1,""digit"":1,""response"":""1"",""correct"":1,""rt"":2507.5,""stimOnsetTimestamp"":140793.40000009537,""responseTimestamp"":143300.90000009537,""state"":""keyup""},{""type"":""test"",""symbol"":4,""digit"":1,""response"":""1"",""correct"":1,""rt"":3474.8,""stimOnsetTimestamp"":143710.70000004768,""responseTimestamp"":147185.5,""state"":""keyup""},{""type"":""test"",""symbol"":1,""digit"":1,""response"":""1"",""correct"":1,""rt"":2470.7,""stimOnsetTimestamp"":147595.79999995232,""responseTimestamp"":150066.5,""state"":""keyup""},{""type"":""test"",""symbol"":3,""digit"":3,""response"":null,""correct"":null,""rt"":null,""stimOnsetTimestamp"":150504,""responseTimestamp"":151900.60000014305,""state"":""timeout""}]",0,NA,NA,"30",NA,NA,1600,900,FALSE,"Windows",240,8,8,8,3161.18,3144,619.71,"1,2,3,4,5,6","keyboard","DSC_Main.v1.Jun23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"solitairecog","13311d",1,"13311d",1257757,3744885302,"completed",2024-08-07 01:08:45,2024-08-07 01:19:07,"klondike-turn-1","S9xYzV+1pYrSP2T56KxVhwhTZZ+TH9dQgIVMzsbNzVA=",267,131,398,2024-08-07 01:04:17,2024-08-07 01:08:44,1,0,5,0,84,NA,1577,742,"07047","US",FALSE,TRUE,NA,0,"83","Female","No"
"4",1936,"solitairecog",2710,1,"a TestMyBrain test!",3,"Fast Reactions","SimpleRT_Main.v1.Jul23","11105c","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0","null",2024-08-07 01:36:47,2024-08-07 01:38:02,"UTC - UTC +00:00",75,23.94,"[{""type"":""practice"",""foreperiod"":1000,""response"":""space"",""rt"":473.7,""dwell"":91.6,""state"":""keyup""},{""type"":""practice"",""foreperiod"":1000,""response"":""space"",""rt"":342.8,""dwell"":144.4,""state"":""keyup""},{""type"":""practice"",""foreperiod"":1000,""response"":""space"",""rt"":427.7,""dwell"":140.2,""state"":""keyup""},{""type"":""test"",""foreperiod"":1300,""response"":""space"",""rt"":595,""dwell"":95.9,""state"":""keyup""},{""type"":""test"",""foreperiod"":700,""response"":""space"",""rt"":336.5,""dwell"":176.6,""state"":""keyup""},{""type"":""test"",""foreperiod"":700,""response"":""space"",""rt"":340.7,""dwell"":144.3,""state"":""keyup""},{""type"":""test"",""foreperiod"":700,""response"":""space"",""rt"":288.8,""dwell"":152.3,""state"":""keyup""},{""type"":""test"",""foreperiod"":700,""response"":""space"",""rt"":255,""dwell"":159.9,""state"":""keyup""},{""type"":""test"",""foreperiod"":1100,""response"":""space"",""rt"":1240.7,""dwell"":95.6,""state"":""keyup""},{""type"":""test"",""foreperiod"":700,""response"":""space"",""rt"":393.4,""dwell"":127.2,""state"":""keyup""},{""type"":""test"",""foreperiod"":1100,""response"":""space"",""rt"":360.3,""dwell"":136.3,""state"":""keyup""},{""type"":""test"",""foreperiod"":900,""response"":""space"",""rt"":292.7,""dwell"":144.3,""state"":""keyup""},{""type"":""test"",""foreperiod"":900,""response"":""space"",""rt"":290.7,""dwell"":128.6,""state"":""keyup""},{""type"":""test"",""foreperiod"":700,""response"":""space"",""rt"":309.8,""dwell"":111.7,""state"":""keyup""},{""type"":""test"",""foreperiod"":700,""response"":""space"",""rt"":308.1,""dwell"":127.9,""state"":""keyup""}]",0,NA,NA,NA,"12",NA,1920,1080,FALSE,"Windows",300,23.94,NA,NA,NA,NA,NA,NA,"keyboard","SimpleRT_Main.v1.Jul23",417.64,323.15,273.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"solitairecog","11105c",1,"11105c",1118300,3744966861,"completed",2024-08-07 01:34:50,2024-08-07 01:38:03,"klondike-turn-1","S9xYzV+1pYrSP2T56KxVhwhTZZ+TH9dQgIVMzsbNzVA=",519,134,653,2024-08-07 01:26:09,2024-08-07 01:34:50,0,0,1,0,89,NA,1897,922,"76013","US",FALSE,TRUE,NA,0,"81","Female","Yes"
"5",1939,"solitairecog",2711,1,"a TestMyBrain test!",2,"Visual Patterns","Matrix_Main.v1.Oct23","12f1f1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","null",2024-08-07 01:45:54,2024-08-07 02:03:01,"UTC - UTC +00:00",1027,6,"[{""type"":""practice"",""matrix"":""images/1.png"",""target"":""images/1-3.png"",""response"":""images/1-3.png"",""responseTimestamp"":148991,""correct"":1,""rt"":6068,""repeated"":0,""state"":""pointerup-touch""},{""type"":""test"",""matrix"":""images/8.png"",""target"":""images/8-1.png"",""response"":""images/8-1.png"",""responseTimestamp"":156137,""correct"":1,""rt"":4577,""repeated"":0,""state"":""pointerup-touch""},{""type"":""test"",""matrix"":""images/18.png"",""target"":""images/18-4.png"",""response"":""images/18-4.png"",""responseTimestamp"":168598,""correct"":1,""rt"":11849,""repeated"":0,""state"":""pointerup-touch""},{""type"":""test"",""matrix"":""images/13.png"",""target"":""images/13-5.png"",""response"":""images/13-5.png"",""responseTimestamp"":181010,""correct"":1,""rt"":11779,""repeated"":0,""state"":""pointerup-touch""},{""type"":""test"",""matrix"":""images/10.png"",""target"":""images/10-3.png"",""response"":""images/10-3.png"",""responseTimestamp"":187873,""correct"":1,""rt"":6250,""repeated"":0,""state"":""pointerup-touch""},{""type"":""test"",""matrix"":""images/22.png"",""target"":""images/22-4.png"",""response"":""images/22-5.png"",""responseTimestamp"":260682.00000000003,""correct"":0,""rt"":72181,""repeated"":0,""state"":""pointerup-touch""},{""type"":""test"",""matrix"":""images/26.png"",""target"":""images/26-2.png"",""response"":""images/26-1.png"",""responseTimestamp"":270065,""correct"":0,""rt"":8764,""repeated"":0,""state"":""pointerup-touch""},{""type"":""test"",""matrix"":""images/20.png"",""target"":""images/20-1.png"",""response"":""images/20-1.png"",""responseTimestamp"":312601,""correct"":1,""rt"":41936,""repeated"":0,""state"":""pointerup-touch""},{""type"":""test"",""matrix"":""images/31.png"",""target"":""images/31-3.png"",""response"":""images/31-1.png"",""responseTimestamp"":476030.00000000006,""correct"":0,""rt"":162813,""repeated"":0,""state"":""pointerup-touch""},{""type"":""test"",""matrix"":""images/23.png"",""target"":""images/23-5.png"",""response"":""images/23-1.png"",""responseTimestamp"":501490,""correct"":0,""rt"":24863,""repeated"":0,""state"":""pointerup-touch""},{""type"":""test"",""matrix"":""images/37.png"",""target"":""images/37-5.png"",""response"":""images/37-5.png"",""responseTimestamp"":680612,""correct"":1,""rt"":178507,""repeated"":0,""state"":""pointerup-touch""},{""type"":""test"",""matrix"":""images/33.png"",""target"":""images/33-1.png"",""response"":""none"",""responseTimestamp"":980917,""correct"":null,""rt"":null,""repeated"":0,""state"":""timeout""},{""type"":""test"",""matrix"":""images/33.png"",""target"":""images/33-1.png"",""response"":""images/33-4.png"",""responseTimestamp"":1040463,""correct"":0,""rt"":54227,""repeated"":1,""state"":""pointerup-touch""}]",0,NA,NA,NA,NA,"MatrixInput_11items_v1.txt",1080,810,TRUE,"MacOS",240,6,NA,NA,42483,11814,68020.14,NA,"touch","Matrix_Main.v1.Oct23",NA,NA,NA,0.5455,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"solitairecog","12f1f1",1,"12f1f1",1241585,3744998638,"tmb_started",2024-08-07 01:43:45,2024-08-07 01:45:35,"klondike-turn-1","S9xYzV+1pYrSP2T56KxVhwhTZZ+TH9dQgIVMzsbNzVA=",539,144,683,2024-08-07 01:34:40,2024-08-07 01:43:42,0,0,7,0,92,NA,810,974,"26301","US",FALSE,TRUE,"tablet",5,"84","Female","No"
"6",1943,"solitairecog",2719,1,"a TestMyBrain test!",2,"Visual Patterns","Matrix_Main.v1.Oct23","11103c","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Safari/605.1.15","null",2024-08-07 03:29:45,2024-08-07 03:31:56,"UTC - UTC +00:00",131,9,"[{""type"":""practice"",""matrix"":""images/1.png"",""target"":""images/1-3.png"",""response"":""images/1-3.png"",""responseTimestamp"":17948,""correct"":1,""rt"":1275,""repeated"":0,""state"":""pointerup-touch""},{""type"":""test"",""matrix"":""images/8.png"",""target"":""images/8-1.png"",""response"":""images/8-1.png"",""responseTimestamp"":25442,""correct"":1,""rt"":2760,""repeated"":0,""state"":""pointerup-touch""},{""type"":""test"",""matrix"":""images/18.png"",""target"":""images/18-4.png"",""response"":""images/18-5.png"",""responseTimestamp"":29260,""correct"":0,""rt"":3216,""repeated"":0,""state"":""pointerup-touch""},{""type"":""test"",""matrix"":""images/13.png"",""target"":""images/13-5.png"",""response"":""images/13-5.png"",""responseTimestamp"":33491,""correct"":1,""rt"":3631,""repeated"":0,""state"":""pointerup-touch""},{""type"":""test"",""matrix"":""images/10.png"",""target"":""images/10-3.png"",""response"":""images/10-3.png"",""responseTimestamp"":36640,""correct"":1,""rt"":2548,""repeated"":0,""state"":""pointerup-touch""},{""type"":""test"",""matrix"":""images/22.png"",""target"":""images/22-4.png"",""response"":""images/22-4.png"",""responseTimestamp"":46336,""correct"":1,""rt"":9096,""repeated"":0,""state"":""pointerup-touch""},{""type"":""test"",""matrix"":""images/26.png"",""target"":""images/26-2.png"",""response"":""images/26-3.png"",""responseTimestamp"":60281,""correct"":0,""rt"":13329,""repeated"":0,""state"":""pointerup-touch""},{""type"":""test"",""matrix"":""images/20.png"",""target"":""images/20-1.png"",""response"":""images/20-1.png"",""responseTimestamp"":71329.00000000001,""correct"":1,""rt"":10463,""repeated"":0,""state"":""pointerup-touch""},{""type"":""test"",""matrix"":""images/31.png"",""target"":""images/31-3.png"",""response"":""images/31-3.png"",""responseTimestamp"":84143,""correct"":1,""rt"":12211,""repeated"":0,""state"":""pointerup-touch""},{""type"":""test"",""matrix"":""images/23.png"",""target"":""images/23-5.png"",""response"":""images/23-5.png"",""responseTimestamp"":90656,""correct"":1,""rt"":5895,""repeated"":0,""state"":""pointerup-touch""},{""type"":""test"",""matrix"":""images/37.png"",""target"":""images/37-5.png"",""response"":""images/37-5.png"",""responseTimestamp"":112182,""correct"":1,""rt"":20942,""repeated"":0,""state"":""pointerup-touch""},{""type"":""test"",""matrix"":""images/33.png"",""target"":""images/33-1.png"",""response"":""images/33-1.png"",""responseTimestamp"":131309,""correct"":1,""rt"":18494,""repeated"":0,""state"":""pointerup-touch""}]",0,NA,NA,NA,NA,"MatrixInput_11items_v1.txt",1080,810,TRUE,"MacOS",-600,9,NA,NA,9560,9096,6721.4,NA,"touch","Matrix_Main.v1.Oct23",NA,NA,NA,0.8182,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"solitairecog","11103c",1,"11103c",1118268,3745365497,"completed",2024-08-07 03:29:00,2024-08-07 03:31:59,"klondike-turn-1","S9xYzV+1pYrSP2T56KxVhwhTZZ+TH9dQgIVMzsbNzVA=",202,140,342,2024-08-07 03:25:33,2024-08-07 03:28:56,1,1,9,0,87,NA,1080,707,"4105","AU",FALSE,TRUE,"tablet",5,"14","Female","No"
